Number_of_announcements,Number_of_announced_NLRI_prefixes,Average_AS_path_length,Average_unique_AS_path_length,Number_of_duplicate_announcements,Maximum_edit_distance,Maximum_AS_path_length,Number_of_Interior_Gateway_Protocol_IGP_packets,Labels
59,226,7,7,73,1.1,11,53,Normal
65,231,6,6,202,1.2,11,63,Normal
43,68,6,6,26,0.8,10,39,Normal
104,211,7,7,103,1.9,14,103,Normal
122,291,7,7,104,2.1,14,114,Normal
167,816,6,6,416,2.9,10,152,Normal
69,198,6,6,69,1.3,19,62,Normal
99,155,7,7,92,1.8,29,97,Normal
107,200,7,7,76,1.9,20,105,Normal
77,176,6,6,83,1.4,19,72,Normal
56,104,5,5,28,1,19,52,Normal
32,42,6,6,19,0.6,19,32,Normal
67,84,6,6,29,1.3,20,62,Normal
56,84,6,6,33,1,19,54,Normal
45,84,5,5,13,0.9,11,44,Normal
139,352,6,6,111,2.4,12,131,Normal
57,84,6,6,26,1,11,57,Normal
63,124,5,5,50,1.1,12,55,Normal
52,113,7,7,30,0.9,10,48,Normal
71,228,7,6,89,1.3,13,63,Normal
77,140,6,7,70,1.4,29,69,Normal
83,205,7,6,59,1.5,29,81,Normal
106,321,6,7,115,1.9,29,94,Normal
101,264,6,6,151,1.8,15,87,Normal
123,307,7,7,177,2.3,12,116,Normal
88,207,6,6,70,1.7,13,81,Normal
69,170,6,6,92,1.3,12,70,Normal
56,104,5,6,37,1.1,9,56,Normal
69,132,5,5,42,1.2,11,67,Normal
77,238,5,5,195,1.4,8,74,Normal
54,105,5,5,42,0.9,8,50,Normal
61,86,6,6,33,1.2,12,55,Normal
38,64,5,6,22,0.8,8,38,Normal
46,93,6,6,32,0.8,14,46,Normal
31,31,8,7,15,0.6,14,31,Normal
28,38,5,5,14,0.6,8,28,Normal
48,91,6,6,33,0.9,15,48,Normal
43,94,5,5,31,0.8,9,43,Normal
79,209,6,6,73,1.5,9,78,Normal
47,153,5,5,84,0.9,6,43,Normal
35,66,5,5,19,0.6,9,35,Normal
34,46,5,5,15,0.6,7,30,Normal
70,100,5,5,55,1.3,13,70,Normal
54,101,6,6,33,1,13,52,Normal
60,88,5,5,67,1.1,9,60,Normal
48,68,5,5,18,0.9,7,47,Normal
52,74,5,5,24,1,8,51,Normal
53,111,6,6,26,1,12,49,Normal
73,135,7,7,83,1.3,20,64,Normal
44,69,6,6,18,0.8,9,44,Normal
70,152,7,7,37,1.2,16,68,Normal
48,92,8,9,27,0.9,22,47,Normal
50,69,6,7,28,100,22,47,Normal
50,96,5,5,59,0.9,12,50,Normal
77,220,6,6,96,1.4,12,73,Normal
24,80,5,5,33,0.5,10,25,Normal
44,85,6,6,31,0.8,15,45,Normal
38,76,5,5,28,0.7,7,36,Normal
50,105,6,6,42,0.9,13,50,Normal
50,64,5,5,22,0.9,10,43,Normal
26,81,6,6,29,0.5,8,22,Normal
79,191,6,6,111,1.5,14,77,Normal
76,183,6,6,78,1.3,9,71,Normal
52,81,5,5,31,1,8,52,Normal
53,73,5,5,34,1,8,53,Normal
40,66,6,7,22,0.9,12,45,Normal
39,74,5,6,14,0.8,8,39,Normal
1048,4726,6,6,936,17,15,1019,Normal
289,1355,6,6,65,4.9,15,267,Normal
35,119,5,5,46,0.6,7,30,Normal
34,46,6,6,15,0.6,7,30,Normal
42,63,5,5,24,0.8,8,42,Normal
22,44,5,5,16,0.5,11,22,Normal
50,93,5,5,36,0.9,11,50,Normal
33,59,5,5,17,0.6,9,31,Normal
50,145,5,5,42,0.9,8,49,Normal
100,432,6,6,186,1.8,11,97,Normal
49,105,6,6,27,0.9,8,43,Normal
62,154,5,6,50,1.1,8,51,Normal
87,276,7,7,144,1.6,13,85,Normal
79,386,6,6,143,1.4,12,78,Normal
96,260,6,6,190,1.7,12,94,Normal
90,179,6,6,60,1.6,13,87,Normal
59,114,6,6,32,1,12,59,Normal
67,204,5,6,79,1.2,15,66,Normal
38,58,6,6,19,0.7,9,36,Normal
67,113,6,6,73,1.2,14,63,Normal
48,78,5,5,37,0.9,11,46,Normal
63,110,5,5,37,1.2,10,59,Normal
87,132,6,6,65,1.6,15,86,Normal
75,192,6,6,94,1.3,14,71,Normal
66,288,6,7,84,1.1,13,63,Normal
53,199,6,6,57,100,12,48,Normal
37,95,5,5,33,0.7,9,36,Normal
38,85,5,5,42,0.7,7,38,Normal
49,139,5,5,59,0.9,10,49,Normal
66,97,5,5,49,1.2,8,59,Normal
45,60,5,5,21,0.8,14,43,Normal
37,94,6,6,38,0.7,14,36,Normal
44,144,5,5,39,0.8,8,40,Normal
54,160,5,5,69,1,9,53,Normal
47,71,5,5,34,0.9,7,45,Normal
57,99,6,6,41,1.1,13,54,Normal
57,146,6,6,45,1.1,8,55,Normal
51,148,6,6,49,0.9,9,47,Normal
47,87,6,7,21,0.9,13,46,Normal
71,99,7,7,26,1.3,20,65,Normal
81,126,6,6,54,1.5,15,81,Normal
63,95,6,6,29,1.1,15,62,Normal
56,76,5,5,39,1,7,55,Normal
67,121,6,6,46,1.1,8,65,Normal
71,121,6,6,27,1.3,15,68,Normal
56,234,5,5,90,1,8,53,Normal
60,213,6,6,61,1.1,13,56,Normal
50,225,6,6,81,0.9,9,48,Normal
79,189,5,5,93,1.4,9,78,Normal
90,206,5,5,75,1.7,7,89,Normal
71,231,7,6,78,1.3,12,64,Normal
81,347,6,6,128,1.4,12,81,Normal
163,229,7,7,70,2.8,13,163,Normal
69,195,7,7,73,1.2,14,69,Normal
39,63,5,5,17,0.7,9,39,Normal
34,63,5,5,26,0.6,8,33,Normal
39,66,5,5,28,0.7,8,38,Normal
46,77,5,5,38,0.9,9,46,Normal
60,127,5,5,77,1.1,8,60,Normal
52,71,7,7,21,1,22,50,Normal
37,67,6,7,40,0.8,22,36,Normal
40,61,6,6,36,0.7,22,39,Normal
51,90,6,6,37,0.9,22,50,Normal
49,65,7,7,21,100,22,48,Normal
71,141,5,6,56,1.3,22,67,Normal
65,133,5,5,60,1.1,6,65,Normal
57,100,5,5,38,1,8,52,Normal
75,255,5,5,107,1.3,7,72,Normal
185,306,6,6,128,3.4,12,177,Normal
94,264,6,6,94,1.7,12,92,Normal
80,143,7,6,57,1.4,14,67,Normal
53,70,6,6,24,100,10,53,Normal
45,67,7,7,17,0.9,11,43,Normal
45,76,7,7,27,0.9,13,42,Normal
77,159,6,6,53,1.4,12,61,Normal
107,264,5,5,113,1.9,9,85,Normal
98,260,6,6,106,1.8,14,92,Normal
85,182,5,5,64,1.5,13,85,Normal
158,1123,5,5,549,2.8,7,158,Normal
37,74,5,5,17,0.7,8,37,Normal
168,286,6,6,111,2.9,13,170,Normal
87,180,6,6,50,1.6,11,90,Normal
47,111,7,7,36,0.9,14,49,Normal
97,186,6,6,56,1.8,14,96,Normal
167,270,7,7,90,2.9,13,168,Normal
109,184,7,7,49,1.9,14,107,Normal
94,194,6,6,121,1.7,14,92,Normal
59,99,6,6,33,1.1,14,58,Normal
60,95,6,6,42,1.1,9,60,Normal
317,1345,5,6,629,5.4,12,317,Normal
47,175,8,7,53,0.9,14,43,Normal
66,121,6,6,43,1.2,10,58,Normal
108,323,6,6,104,200,10,101,Normal
129,326,5,5,143,2.2,10,123,Normal
103,137,6,6,57,1.9,8,102,Normal
101,204,6,6,89,1.8,9,94,Normal
129,371,5,5,194,2.3,8,127,Normal
68,125,7,7,29,1.2,12,64,Normal
41,62,6,6,8,0.7,8,38,Normal
78,256,6,6,66,1.4,12,76,Normal
93,226,5,5,73,1.6,11,90,Normal
82,158,6,6,59,1.5,9,85,Normal
134,211,6,6,117,2.4,11,134,Normal
186,714,6,6,83,3.3,14,177,Normal
93,259,5,5,107,1.6,9,91,Normal
56,119,7,7,47,1,12,52,Normal
54,86,7,6,36,0.9,12,54,Normal
119,468,6,6,204,2,10,114,Normal
142,479,7,7,160,2.5,20,141,Normal
136,452,8,8,161,2.5,25,136,Normal
112,311,9,8,251,200,26,111,Normal
111,363,6,6,275,2,15,102,Normal
120,355,7,7,112,2.2,14,110,Normal
129,407,7,7,120,2.3,14,124,Normal
55,225,6,6,55,100,15,52,Normal
71,170,5,5,46,1.2,12,70,Normal
77,175,6,6,79,1.3,11,77,Normal
46,63,5,5,29,0.9,7,42,Normal
35,92,5,6,19,0.7,12,35,Normal
65,100,6,6,23,1.1,13,60,Normal
75,114,6,6,31,1.3,13,67,Normal
43,75,6,5,29,0.8,12,43,Normal
64,107,5,5,47,1.2,8,61,Normal
72,124,6,6,40,1.3,17,72,Normal
100,156,6,6,60,1.8,12,100,Normal
91,169,7,7,33,1.6,22,82,Normal
76,172,6,6,64,1.4,24,70,Normal
59,148,6,5,67,1.1,12,50,Normal
120,201,6,6,70,2.1,10,114,Normal
240,538,6,7,209,4.1,13,231,Normal
171,297,7,7,99,3,18,168,Normal
77,128,6,7,40,1.4,13,71,Normal
87,185,6,6,61,1.5,13,81,Normal
97,248,6,6,126,1.7,13,94,Normal
74,99,6,6,38,1.3,11,68,Normal
99,157,7,7,35,1.7,16,94,Normal
82,99,6,6,36,1.5,13,76,Normal
55,109,6,6,42,1,14,53,Normal
52,65,6,6,21,0.9,10,47,Normal
52,92,5,5,43,100,9,40,Normal
68,134,5,5,58,1.2,14,57,Normal
71,165,5,6,62,1.3,14,64,Normal
51,103,5,5,35,0.9,7,48,Normal
66,227,7,7,65,1.3,11,63,Normal
80,272,6,6,96,1.4,9,76,Normal
67,87,6,6,46,1.2,9,67,Normal
48,66,5,5,23,0.9,10,38,Normal
55,92,5,5,34,1,9,55,Normal
45,87,6,5,38,0.8,8,38,Normal
38,56,5,5,15,0.7,8,36,Normal
64,95,6,6,30,1.2,9,62,Normal
43,46,6,6,16,0.8,9,42,Normal
38,81,5,4,33,0.7,6,36,Normal
44,82,6,6,43,0.8,8,28,Normal
42,86,6,6,38,0.8,9,34,Normal
48,107,5,5,51,0.9,9,47,Normal
22,67,5,5,45,0.4,7,22,Normal
36,41,5,5,14,0.6,7,30,Normal
48,78,6,6,21,0.9,7,43,Normal
442,2181,7,7,1264,7.5,17,422,Normal
218,989,8,9,484,3.7,18,213,Normal
88,394,9,8,375,1.6,13,87,Normal
57,127,5,5,61,1,13,55,Normal
61,134,5,5,62,1.1,7,59,Normal
51,95,5,5,47,0.9,7,49,Normal
70,103,6,6,43,1.3,16,65,Normal
69,105,6,6,45,1.2,13,65,Normal
51,129,5,5,48,100,17,49,Normal
35,48,7,6,14,0.7,12,35,Normal
26,48,5,5,21,0.5,9,26,Normal
37,132,5,5,51,0.6,7,31,Normal
54,124,5,5,50,0.9,10,50,Normal
35,48,6,6,14,0.7,10,33,Normal
47,92,6,6,32,0.9,11,44,Normal
33,69,5,5,22,0.7,7,33,Normal
39,69,5,6,27,0.7,10,37,Normal
30,60,6,5,44,0.6,9,32,Normal
40,61,5,5,22,0.7,8,40,Normal
62,111,6,7,30,1.1,14,61,Normal
101,327,7,7,179,1.8,17,99,Normal
100,271,6,7,93,1.8,11,90,Normal
84,132,7,7,41,1.5,19,75,Normal
93,144,6,6,42,1.6,15,79,Normal
90,163,6,6,70,1.6,19,83,Normal
64,148,6,6,51,1.2,21,60,Normal
145,254,6,7,95,2.5,22,137,Normal
106,196,7,7,59,1.8,19,103,Normal
144,356,5,6,153,2.5,15,140,Normal
72,88,6,6,27,1.3,9,67,Normal
89,115,6,6,40,1.6,12,88,Normal
78,131,7,7,45,1.4,19,61,Normal
67,118,8,7,42,1.2,20,56,Normal
75,161,6,6,53,1.4,19,66,Normal
75,208,6,6,66,1.4,19,66,Normal
81,163,6,6,74,1.5,11,78,Normal
65,102,7,7,38,1.2,14,64,Normal
54,108,8,8,35,1,15,47,Normal
87,192,8,8,62,1.6,16,83,Normal
51,120,6,6,45,1,13,48,Normal
56,99,6,6,35,1,9,52,Normal
85,148,6,6,49,1.6,14,80,Normal
34,65,6,6,19,0.7,8,33,Normal
31,57,5,5,18,0.6,9,28,Normal
71,135,5,5,57,1.3,9,69,Normal
70,134,6,5,49,1.3,14,68,Normal
62,237,5,5,106,1.1,6,56,Normal
47,113,5,5,42,0.9,9,45,Normal
61,268,6,6,126,1.1,15,61,Normal
68,242,6,6,90,1.2,14,68,Normal
61,150,5,5,56,1.2,9,61,Normal
92,206,7,7,69,1.6,15,89,Normal
47,97,7,7,24,0.9,16,44,Normal
85,358,6,6,180,1.5,11,80,Normal
61,182,6,6,62,1.1,10,51,Normal
58,95,5,5,26,1.1,7,53,Normal
61,119,6,6,45,1.1,10,59,Normal
50,96,7,7,30,0.9,11,50,Normal
74,142,6,6,55,1.3,11,72,Normal
68,135,6,6,60,1.2,11,61,Normal
64,138,5,5,44,1.2,7,63,Normal
76,112,6,6,64,1.3,11,73,Normal
59,152,6,6,57,1,16,59,Normal
28,147,7,6,34,0.5,17,26,Normal
36,59,5,4,23,0.7,5,28,Normal
48,83,5,5,44,0.8,6,48,Normal
45,84,5,5,44,0.8,7,44,Normal
68,117,6,6,35,1.2,11,63,Normal
81,167,6,6,94,1.4,12,77,Normal
89,157,6,6,88,1.6,15,86,Normal
50,107,6,6,38,1,9,52,Normal
116,290,5,6,132,2.1,10,118,Normal
55,143,6,6,43,100,10,52,Normal
50,162,6,6,100,0.9,11,52,Normal
64,191,5,5,75,1.2,12,62,Normal
132,287,6,6,71,2.2,17,122,Normal
88,193,6,6,126,1.6,22,88,Normal
30,42,5,5,13,0.6,8,29,Normal
67,103,5,5,39,1.2,7,65,Normal
112,274,6,6,96,1.9,9,112,Normal
84,165,6,5,79,1.4,9,82,Normal
71,81,6,6,32,1.4,9,70,Normal
52,65,7,7,19,1,11,54,Normal
83,142,7,7,70,1.5,12,82,Normal
114,428,6,6,152,2,18,111,Normal
37,138,7,7,64,0.7,18,41,Normal
83,273,7,7,114,1.6,20,87,Normal
133,562,8,8,213,2.3,27,125,Normal
56,113,9,9,40,1.1,34,53,Normal
41,56,6,7,14,0.8,36,40,Normal
111,229,6,6,82,2,10,104,Normal
68,155,5,6,78,1.3,10,67,Normal
52,87,5,5,39,1,8,54,Normal
57,132,6,6,48,1.1,8,55,Normal
76,174,6,6,62,1.4,10,73,Normal
49,84,5,5,38,0.9,12,44,Normal
69,104,5,6,47,1.3,11,68,Normal
121,291,6,6,185,2.1,10,119,Normal
53,104,5,5,40,1,7,51,Normal
51,109,6,6,36,1,9,50,Normal
257,466,7,7,179,4.4,13,255,Normal
85,220,6,6,86,1.5,12,83,Normal
112,285,6,6,113,1.9,14,109,Normal
87,295,6,6,98,1.5,13,73,Normal
163,329,5,5,217,2.8,8,161,Normal
46,120,5,5,47,0.9,10,44,Normal
33,67,5,5,30,0.6,10,33,Normal
114,242,6,6,88,1.9,15,111,Normal
34,48,6,6,15,0.6,10,32,Normal
41,73,6,6,25,0.7,17,41,Normal
52,73,5,5,28,0.9,7,49,Normal
44,74,6,6,24,0.8,10,44,Normal
28,36,5,5,11,0.5,8,28,Normal
41,82,5,5,30,0.7,8,39,Normal
77,140,5,5,63,1.4,12,68,Normal
61,99,6,6,45,1.1,9,50,Normal
44,82,5,5,22,0.8,8,44,Normal
55,86,5,6,30,1,9,54,Normal
71,142,5,5,61,1.3,12,70,Normal
38,85,6,6,28,0.7,10,35,Normal
78,123,5,5,45,1.4,8,73,Normal
60,91,6,6,34,1.1,11,60,Normal
61,173,5,6,75,1.2,10,61,Normal
76,120,6,6,53,1.4,11,77,Normal
38,84,5,5,32,0.7,7,38,Normal
23,49,5,5,21,0.4,6,22,Normal
40,78,5,5,32,0.7,10,40,Normal
66,106,6,5,49,1.2,10,65,Normal
44,114,6,6,38,0.9,9,47,Normal
340,1821,6,6,531,5.8,16,336,Normal
324,1032,6,6,36,5.5,16,321,Normal
1141,4466,6,6,473,19,16,1117,Normal
641,2608,6,6,237,10,12,616,Normal
38,68,5,5,20,0.7,8,37,Normal
78,248,5,5,102,1.4,7,75,Normal
109,242,5,5,59,200,8,104,Normal
61,166,6,6,62,1.1,9,58,Normal
25,77,5,5,28,0.5,7,20,Normal
41,277,4,5,8,0.8,7,40,Normal
41,91,5,5,45,0.7,6,41,Normal
38,119,6,5,17,0.7,10,35,Normal
67,222,5,5,128,1.2,10,61,Normal
286,1154,5,5,71,4.8,10,269,Normal
28,59,6,6,17,0.5,10,28,Normal
93,179,6,6,73,1.6,12,91,Normal
96,185,6,6,81,1.7,12,92,Normal
69,162,5,5,66,1.3,9,55,Normal
58,104,5,5,65,1,9,56,Normal
60,113,6,6,51,1,7,59,Normal
196,420,6,6,181,3.4,10,194,Normal
148,281,6,6,115,2.7,14,140,Normal
101,193,7,7,73,1.8,14,97,Normal
66,156,6,6,90,1.2,15,64,Normal
79,141,6,6,57,1.4,18,72,Normal
71,194,6,6,86,1.3,19,71,Normal
61,199,5,6,72,1.2,20,58,Normal
76,196,5,6,112,1.5,10,74,Normal
317,975,8,8,386,5.4,16,314,Normal
128,279,7,7,71,2.1,13,124,Normal
32,59,6,6,14,0.6,13,33,Normal
41,148,5,5,44,0.7,10,42,Normal
105,483,5,5,184,1.9,10,104,Normal
107,364,6,6,127,1.9,15,106,Normal
100,275,6,6,90,1.8,18,101,Normal
122,350,6,7,180,2.1,14,119,Normal
81,188,6,6,71,1.4,16,81,Normal
87,157,5,5,53,1.5,10,87,Normal
74,153,6,5,57,1.3,10,73,Normal
37,98,5,5,55,0.7,7,37,Normal
64,83,6,6,28,1.1,11,63,Normal
122,202,6,6,89,2.1,17,120,Normal
98,247,6,6,85,1.8,13,96,Normal
91,260,5,5,150,1.6,10,89,Normal
48,101,5,5,56,0.9,7,48,Normal
51,113,5,5,39,0.9,6,51,Normal
40,106,5,5,36,0.8,7,35,Normal
65,176,5,5,66,1.2,12,61,Normal
125,245,5,5,136,2.1,12,117,Normal
89,157,6,6,75,1.6,9,89,Normal
92,218,5,5,99,1.6,12,92,Normal
81,204,5,5,77,1.4,12,81,Normal
60,129,6,6,54,1.1,12,60,Normal
58,225,6,6,172,1,12,57,Normal
72,118,6,6,46,1.3,22,71,Normal
47,99,5,5,18,0.8,7,45,Normal
48,140,5,5,38,0.9,9,46,Normal
38,69,5,5,24,0.7,6,38,Normal
84,344,6,6,98,1.4,10,80,Normal
61,181,6,6,38,1.1,12,60,Normal
81,146,7,7,62,1.5,13,80,Normal
59,420,7,7,146,1.1,15,48,Normal
59,172,6,6,71,1.1,14,53,Normal
67,118,7,6,39,1.3,13,65,Normal
56,97,6,6,60,1.1,13,56,Normal
48,117,7,7,46,0.8,13,48,Normal
50,74,7,7,22,0.9,14,43,Normal
107,218,6,6,95,1.9,10,105,Normal
45,116,5,5,49,0.9,10,45,Normal
51,135,6,6,59,0.9,8,51,Normal
50,58,6,6,21,0.8,9,50,Normal
60,96,6,5,32,1,9,59,Normal
83,147,6,6,73,1.5,10,81,Normal
56,101,6,6,32,1,12,56,Normal
65,118,5,5,53,1.1,8,64,Normal
50,117,6,6,95,0.9,13,50,Normal
70,134,6,6,98,1.2,11,70,Normal
51,118,6,6,48,0.9,14,50,Normal
34,89,5,5,54,0.6,11,24,Normal
65,118,6,6,54,1.2,12,64,Normal
95,153,7,8,50,1.7,18,92,Normal
216,486,9,9,192,3.7,17,204,Normal
107,260,9,9,78,1.9,17,95,Normal
128,305,6,6,109,2.2,16,122,Normal
139,312,7,7,119,2.4,13,132,Normal
143,238,9,10,98,2.5,19,142,Normal
67,93,7,7,34,1.2,16,67,Normal
48,56,6,6,20,0.9,8,48,Normal
36,74,6,6,26,0.7,10,36,Normal
63,176,6,6,42,1.1,13,60,Normal
66,621,7,7,255,1.2,16,60,Normal
135,449,8,8,38,2.3,29,131,Normal
182,631,8,8,205,3.2,15,178,Normal
121,375,7,7,88,2.1,12,120,Normal
136,396,6,6,110,2.4,12,126,Normal
116,335,6,7,142,2.1,15,109,Normal
72,173,7,6,50,1.3,15,72,Normal
78,175,6,6,48,1.4,11,78,Normal
35,71,4,5,33,0.6,6,35,Normal
60,135,5,5,48,1.1,9,60,Normal
48,88,5,5,36,0.9,7,44,Normal
61,102,6,5,31,1.1,9,56,Normal
65,145,5,5,63,1.2,9,61,Normal
70,209,6,6,78,1.2,12,67,Normal
93,280,7,7,185,1.7,14,93,Normal
48,128,6,6,50,0.9,13,48,Normal
30,54,5,5,12,0.6,9,30,Normal
82,179,5,5,59,1.4,8,82,Normal
75,192,6,6,64,1.3,14,75,Normal
123,553,6,7,255,2.1,15,117,Normal
42,71,7,7,18,0.8,16,42,Normal
82,149,6,6,57,1.5,17,82,Normal
146,410,5,5,213,2.5,10,138,Normal
216,730,5,5,928,3.7,10,189,Normal
41,83,6,6,30,0.7,11,33,Normal
108,334,5,5,156,1.8,13,99,Normal
44,68,6,6,23,0.8,13,45,Normal
266,692,5,6,629,4.7,13,257,Normal
53,199,5,5,97,1,15,52,Normal
47,139,6,6,43,0.8,15,46,Normal
54,200,5,5,83,1,11,48,Normal
39,78,6,6,19,0.8,10,36,Normal
47,132,6,6,46,0.8,11,44,Normal
55,149,6,5,85,100,10,45,Normal
51,137,7,7,58,0.9,17,42,Normal
81,162,6,6,82,1.5,17,79,Normal
51,81,6,6,28,0.8,12,50,Normal
28,42,6,5,8,0.5,10,28,Normal
32,54,6,6,7,0.6,9,32,Normal
31,56,5,6,23,0.6,8,31,Normal
32,60,5,5,19,0.6,7,32,Normal
66,322,6,6,98,1.2,9,59,Normal
65,293,6,6,155,1.2,11,56,Normal
39,137,6,6,39,0.8,10,39,Normal
29,56,6,6,15,0.5,9,28,Normal
64,144,6,6,57,1.2,11,64,Normal
135,306,6,6,136,2.4,14,135,Normal
73,204,6,6,81,1.3,10,69,Normal
67,190,5,5,51,1.2,8,65,Normal
41,136,6,6,68,0.8,11,39,Normal
125,230,5,5,75,2.1,8,122,Normal
131,406,5,5,164,2.3,8,124,Normal
74,266,5,6,117,1.3,8,71,Normal
63,157,7,7,51,1.2,15,62,Normal
47,127,7,6,45,0.9,14,53,Normal
68,129,6,6,38,1.3,13,67,Normal
43,82,6,6,37,0.8,15,39,Normal
86,158,6,6,38,1.6,13,86,Normal
164,453,7,7,261,2.8,17,164,Normal
78,183,7,7,83,1.4,17,77,Normal
37,62,7,7,20,0.7,13,34,Normal
158,359,6,6,157,2.8,18,158,Normal
64,123,6,6,35,1.2,22,64,Normal
97,184,6,6,68,1.7,14,97,Normal
88,201,6,6,99,1.6,13,86,Normal
59,202,5,5,41,1,10,56,Normal
86,446,6,6,162,1.6,21,78,Normal
91,532,6,6,516,1.6,12,86,Normal
91,197,7,7,69,1.7,12,90,Normal
168,401,6,6,194,3,10,158,Normal
104,233,8,8,82,1.8,19,96,Normal
48,113,6,5,30,0.9,8,46,Normal
39,98,5,5,22,0.7,8,39,Normal
47,92,5,5,33,0.8,14,47,Normal
70,140,6,6,48,1.3,12,70,Normal
48,84,6,6,27,0.9,11,48,Normal
62,134,5,5,51,1.2,7,62,Normal
51,120,5,5,31,0.9,7,50,Normal
71,244,5,5,86,1.2,12,67,Normal
84,226,6,6,84,1.5,11,83,Normal
68,120,5,5,51,1.3,8,65,Normal
56,79,6,6,22,1,14,52,Normal
40,65,6,6,16,0.7,14,38,Normal
74,153,6,7,62,1.4,29,67,Normal
46,79,7,7,50,0.8,15,44,Normal
41,50,5,5,24,0.8,9,42,Normal
42,66,6,6,19,0.9,11,42,Normal
50,84,6,6,28,0.9,11,50,Normal
47,70,7,7,25,100,15,51,Normal
106,240,6,6,101,2,13,107,Normal
54,161,7,7,40,1.1,18,61,Normal
42,70,8,9,35,0.8,22,48,Normal
42,94,8,9,33,0.9,29,48,Normal
76,165,7,7,62,1.5,30,83,Normal
109,473,6,6,40,2,16,108,Normal
117,326,7,7,119,2.2,26,119,Normal
76,127,7,8,38,1.5,22,76,Normal
69,107,6,7,40,1.3,22,65,Normal
50,84,9,11,48,1.1,41,56,Normal
90,387,6,7,164,1.7,30,94,Normal
275,2333,5,6,1174,4.7,12,278,Normal
4953,30799,5,5,15695,82,20,4951,Normal
58,96,5,5,36,1,9,52,Normal
40,54,6,5,16,0.7,9,40,Normal
52,80,6,6,30,0.9,9,52,Normal
56,104,6,6,40,1.1,9,58,Normal
112,204,6,6,67,2.1,11,115,Normal
99,160,6,6,46,1.8,12,96,Normal
86,115,5,6,71,1.5,9,85,Normal
64,95,6,6,35,1.1,10,65,Normal
58,75,5,5,17,1.1,9,57,Normal
78,170,6,6,68,1.4,12,72,Normal
97,202,5,5,124,1.8,12,95,Normal
77,146,6,6,56,1.4,13,76,Normal
59,99,7,7,34,1.2,14,62,Normal
73,231,6,6,78,1.3,15,74,Normal
85,281,6,6,76,1.6,14,84,Normal
85,328,7,7,99,1.5,19,85,Normal
95,319,7,7,90,1.8,18,98,Normal
64,148,6,6,60,1.3,8,69,Normal
60,99,6,6,30,1.2,10,64,Normal
95,247,6,7,128,1.8,13,95,Normal
99,195,7,7,63,1.8,14,92,Normal
92,185,5,5,77,1.7,9,87,Normal
114,249,6,6,109,2,20,106,Normal
68,133,6,6,31,1.2,20,60,Normal
50,99,6,6,32,0.9,10,48,Normal
51,78,8,7,26,0.9,15,45,Normal
63,129,7,6,49,1.1,17,60,Normal
52,104,6,6,29,0.9,9,52,Normal
97,137,6,6,58,1.7,9,97,Normal
186,494,5,5,233,3.2,8,180,Normal
73,170,6,6,54,1.4,11,73,Normal
192,531,5,5,241,3.3,9,186,Normal
65,126,5,5,45,1.2,8,62,Normal
60,117,6,6,29,1.1,10,59,Normal
48,123,5,5,37,0.9,10,48,Normal
45,92,7,7,23,0.8,17,45,Normal
94,335,6,6,95,1.6,17,75,Normal
126,266,6,6,131,2.3,15,119,Normal
81,182,6,6,81,1.4,12,80,Normal
95,192,5,6,105,1.7,12,92,Normal
49,75,6,5,25,0.9,9,45,Normal
64,254,5,5,81,1.2,7,50,Normal
79,136,5,5,64,1.4,7,63,Normal
39,70,5,5,21,0.7,8,29,Normal
79,270,5,6,52,1.4,10,77,Normal
96,202,6,6,104,1.7,10,96,Normal
75,139,5,5,69,1.4,6,71,Normal
84,368,5,5,110,1.4,7,80,Normal
54,118,6,6,31,0.9,11,52,Normal
72,111,6,6,26,1.3,23,64,Normal
68,97,7,6,41,1.3,11,62,Normal
47,70,6,6,25,0.9,12,45,Normal
46,86,5,5,29,0.7,9,41,Normal
41,47,5,5,18,0.8,10,41,Normal
82,201,6,6,62,1.5,15,82,Normal
56,211,6,6,135,1.1,10,56,Normal
65,148,6,6,43,1.2,10,63,Normal
164,327,6,6,128,2.8,11,158,Normal
157,308,5,6,147,2.7,11,145,Normal
66,96,8,8,42,1.2,19,59,Normal
76,148,8,8,54,1.4,20,71,Normal
114,207,7,7,81,2,14,104,Normal
81,183,5,5,71,1.5,8,77,Normal
62,190,6,6,65,1.1,12,61,Normal
69,113,5,6,36,1.2,9,61,Normal
294,1072,8,8,202,5,13,287,Normal
185,698,8,8,185,3.2,12,185,Normal
66,129,6,6,43,1.2,9,64,Normal
209,509,6,6,125,3.7,13,205,Normal
120,333,7,7,118,2.2,16,123,Normal
141,418,6,7,185,2.5,16,134,Normal
146,557,5,6,246,2.6,12,147,Normal
279,1507,5,5,538,4.9,11,263,Normal
207,677,5,5,273,3.6,12,203,Normal
99,364,6,6,130,1.9,12,103,Normal
119,342,6,6,87,2.2,15,123,Normal
126,290,6,7,136,2.4,16,133,Normal
115,263,8,8,110,2.1,21,118,Normal
63,100,8,8,33,1.2,18,68,Normal
122,198,7,7,62,2.2,14,126,Normal
74,163,6,6,57,1.4,15,79,Normal
79,130,6,6,38,1.4,15,77,Normal
113,202,6,6,76,2.1,14,105,Normal
92,137,6,6,53,1.6,19,84,Normal
35,52,5,5,16,0.8,10,39,Normal
85,147,6,7,62,2,12,114,Normal
55,144,6,7,52,1.1,15,59,Normal
117,296,7,7,120,2.1,19,114,Normal
153,330,6,6,119,2.7,12,149,Normal
