Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_incomplete_packets,Labels
74,6,127,25,62,12,Normal
76,6,135,22,71,5,Normal
128,9,385,58,113,15,Normal
97,5,403,19,89,8,Normal
85,7,204,46,67,18,Normal
85,3,240,15,64,21,Normal
60,6,145,64,48,12,Normal
68,6,106,32,52,16,Normal
66,6,137,11,61,5,Normal
89,6,192,35,83,6,Normal
126,10,269,39,118,8,Normal
92,4,177,27,85,7,Normal
95,7,183,26,82,13,Normal
139,7,536,23,121,18,Normal
111,6,341,54,93,18,Normal
126,8,401,41,113,13,Normal
128,7,215,25,113,15,Normal
200,9,403,39,179,21,Normal
124,6,215,26,113,11,Normal
69,6,119,27,60,9,Normal
60,7,110,22,52,8,Normal
90,7,180,17,83,7,Normal
69,4,135,20,64,5,Normal
101,6,238,42,87,14,Normal
74,6,147,19,60,14,Normal
98,4,292,21,83,15,Normal
184,6,876,142,165,19,Normal
154,8,756,130,131,23,Normal
128,8,325,69,113,15,Normal
90,7,145,171,80,10,Normal
74,6,100,14,64,10,Normal
80,6,176,47,74,6,Normal
59,6,154,15,55,4,Normal
64,4,127,28,58,6,Normal
87,6,169,29,82,5,Normal
113,8,177,31,100,13,Normal
107,8,176,46,89,18,Normal
80,5,172,15,76,4,Normal
70,7,132,25,57,13,Normal
86,6,142,17,69,17,Normal
99,7,179,37,86,13,Normal
120,6,257,37,106,14,Normal
101,8,196,49,86,15,Normal
94,5,137,25,88,4,Normal
69,5,112,26,68,1,Normal
99,7,175,25,85,14,Normal
105,5,170,40,88,17,Normal
92,5,132,19,81,11,Normal
118,8,211,29,98,20,Normal
120,7,469,34,91,29,Normal
69,4,106,32,58,11,Normal
110,5,231,36,97,13,Normal
83,6,166,49,79,4,Normal
88,6,183,66,86,2,Normal
88,7,186,20,86,2,Normal
121,7,285,85,114,7,Normal
91,5,208,21,82,9,Normal
107,7,231,41,91,16,Normal
130,7,503,28,112,14,Normal
107,4,495,42,90,16,Normal
137,9,469,63,127,8,Normal
71,6,124,25,68,2,Normal
75,8,98,33,72,3,Normal
59,7,109,29,50,9,Normal
67,7,130,75,61,6,Normal
84,6,238,72,76,8,Normal
75,6,202,36,69,6,Normal
91,6,198,28,77,14,Normal
152,6,924,106,125,27,Normal
68,7,195,95,51,17,Normal
71,8,124,26,60,11,Normal
93,5,181,35,81,12,Normal
86,7,211,51,67,19,Normal
83,5,191,18,70,13,Normal
92,6,199,43,79,13,Normal
67,6,120,22,58,9,Normal
100,7,176,30,83,17,Normal
92,7,150,28,73,19,Normal
150,5,518,36,139,11,Normal
107,5,336,48,98,9,Normal
111,7,272,29,93,18,Normal
142,7,567,218,122,20,Normal
108,6,332,45,92,16,Normal
106,7,189,71,93,13,Normal
101,4,238,23,87,14,Normal
115,6,450,30,95,20,Normal
148,4,448,8,142,6,Normal
99,7,147,34,88,11,Normal
322,8,1080,115,281,41,Normal
236,6,595,69,192,44,Normal
104,6,187,47,81,23,Normal
66,8,149,46,56,10,Normal
79,7,156,76,62,17,Normal
95,5,309,30,88,7,Normal
105,8,311,198,95,10,Normal
92,6,314,40,79,13,Normal
86,7,137,30,83,3,Normal
65,7,132,16,61,4,Normal
87,7,156,15,80,7,Normal
94,7,695,15,74,20,Normal
91,7,576,253,80,11,Normal
107,8,444,35,88,19,Normal
107,6,204,110,96,11,Normal
188,5,779,52,172,16,Normal
181,9,737,62,160,21,Normal
121,7,331,66,107,14,Normal
66,7,183,65,62,4,Normal
67,6,119,64,60,7,Normal
133,7,319,23,121,12,Normal
181,6,746,49,163,18,Normal
112,8,401,102,103,9,Normal
191,8,1015,120,165,25,Normal
139,5,540,199,122,13,Normal
139,7,1083,65,121,16,Normal
82,5,144,21,73,7,Normal
106,8,330,36,97,9,Normal
132,6,387,74,122,10,Normal
147,6,649,132,125,22,Normal
108,7,208,44,104,4,Normal
88,6,182,40,83,5,Normal
175,8,624,84,148,27,Normal
103,5,265,48,94,8,Normal
127,7,310,68,120,7,Normal
95,7,189,38,83,11,Normal
94,5,288,41,83,10,Normal
62,6,116,66,60,2,Normal
67,5,174,40,58,9,Normal
127,8,405,81,112,15,Normal
110,6,224,27,94,16,Normal
109,6,272,42,95,14,Normal
124,6,237,36,111,13,Normal
104,6,180,58,97,7,Normal
113,6,225,40,96,17,Normal
101,7,378,39,90,11,Normal
98,8,124,28,91,7,Normal
97,8,147,37,83,14,Normal
133,8,288,70,118,15,Normal
78,6,206,81,65,13,Normal
73,7,147,21,66,7,Normal
188,4,487,31,176,12,Normal
89,6,158,22,75,14,Normal
72,8,191,42,57,15,Normal
84,6,182,17,67,17,Normal
109,5,459,21,86,23,Normal
94,10,245,46,82,12,Normal
92,7,179,37,82,10,Normal
74,4,132,50,73,1,Normal
65,6,135,55,55,10,Normal
88,7,183,28,76,12,Normal
79,6,171,35,65,14,Normal
99,8,492,54,85,14,Normal
529,6,2587,106,468,59,Normal
235,6,1306,37,217,17,Normal
160,6,543,31,135,25,Normal
87,7,200,52,77,10,Normal
112,6,219,23,102,10,Normal
102,7,215,63,98,4,Normal
113,7,248,53,99,14,Normal
72,5,126,13,60,12,Normal
86,8,226,20,71,15,Normal
75,6,162,71,66,9,Normal
65,9,129,19,52,13,Normal
112,4,266,21,93,18,Normal
121,8,237,69,97,22,Normal
65,7,110,13,50,15,Normal
57,6,69,60,50,7,Normal
61,7,134,98,50,11,Normal
73,5,130,80,57,16,Normal
64,8,100,19,54,10,Normal
75,7,107,29,65,10,Normal
103,6,171,22,87,16,Normal
86,7,187,33,67,19,Normal
103,7,199,31,90,13,Normal
70,6,128,23,62,8,Normal
77,8,141,32,71,6,Normal
74,6,127,25,71,3,Normal
71,7,114,40,61,10,Normal
104,7,209,17,79,25,Normal
107,6,229,33,78,29,Normal
83,6,204,22,64,19,Normal
88,6,159,42,77,11,Normal
96,6,167,16,90,6,Normal
86,7,376,47,78,8,Normal
92,5,330,18,78,14,Normal
109,8,495,31,104,5,Normal
84,6,287,46,81,3,Normal
115,7,343,57,107,8,Normal
86,4,193,5,68,18,Normal
87,9,216,61,66,21,Normal
124,6,278,29,108,16,Normal
105,5,240,20,92,13,Normal
75,9,215,87,62,13,Normal
133,8,281,37,118,15,Normal
90,5,194,51,77,13,Normal
87,7,361,80,74,13,Normal
98,8,303,31,89,9,Normal
134,7,310,37,118,16,Normal
109,6,587,88,95,14,Normal
146,8,906,262,126,20,Normal
311,10,928,31,254,57,Normal
103,6,222,25,82,21,Normal
105,8,217,17,91,14,Normal
84,6,160,27,73,9,Normal
83,6,152,8,74,7,Normal
69,6,278,43,64,5,Normal
156,6,1779,28,116,40,Normal
177,7,456,98,143,34,Normal
161,8,1766,69,131,30,Normal
96,6,232,51,64,32,Normal
115,8,279,192,83,32,Normal
66,5,299,42,56,10,Normal
78,6,327,36,72,6,Normal
58,7,283,38,49,9,Normal
56,8,109,150,54,2,Normal
115,9,227,39,97,18,Normal
66,5,110,16,56,10,Normal
120,9,521,83,106,14,Normal
132,8,361,48,119,13,Normal
121,7,297,25,113,8,Normal
65,6,107,30,61,4,Normal
85,6,136,21,79,6,Normal
93,6,137,19,82,10,Normal
76,6,120,15,69,7,Normal
87,6,194,52,75,12,Normal
97,6,206,19,79,18,Normal
80,4,135,12,68,12,Normal
82,4,435,78,67,15,Normal
83,6,292,29,72,11,Normal
41,5,80,41,39,2,Normal
68,5,108,44,65,3,Normal
109,6,209,34,91,18,Normal
92,6,153,35,79,13,Normal
93,6,168,30,71,22,Normal
122,7,447,204,92,29,Normal
56,7,334,13,40,15,Normal
54,7,206,198,41,12,Normal
64,5,106,21,52,8,Normal
85,6,197,42,80,5,Normal
85,5,522,23,76,9,Normal
123,7,250,43,119,4,Normal
107,5,298,60,101,6,Normal
104,7,295,22,91,13,Normal
81,6,356,63,76,5,Normal
67,7,414,102,61,6,Normal
82,6,332,29,75,7,Normal
74,8,133,27,71,3,Normal
66,6,135,53,63,3,Normal
81,7,337,52,78,3,Normal
58,6,129,31,51,4,Normal
72,5,156,37,65,6,Normal
99,7,270,20,85,14,Normal
40,6,69,46,40,0,Normal
82,5,246,19,74,8,Normal
112,5,251,20,96,16,Normal
111,7,225,48,100,11,Normal
248,6,824,27,227,21,Normal
61,7,108,34,54,7,Normal
53,6,85,17,51,2,Normal
79,8,128,31,74,5,Normal
57,8,113,18,54,3,Normal
64,4,136,16,59,5,Normal
66,4,94,11,58,8,Normal
70,5,119,20,64,6,Normal
60,5,113,30,58,2,Normal
122,6,477,36,114,8,Normal
166,7,708,64,140,26,Normal
242,8,777,68,197,44,Normal
200,7,531,40,178,22,Normal
83,7,182,28,76,7,Normal
89,7,152,37,75,14,Normal
91,7,185,42,77,14,Normal
90,7,222,177,83,7,Normal
82,7,583,52,72,10,Normal
111,6,336,33,101,10,Normal
130,6,350,49,119,11,Normal
94,7,249,44,88,6,Normal
92,7,229,42,83,9,Normal
91,8,154,35,80,11,Normal
89,5,166,12,77,12,Normal
78,8,118,31,71,7,Normal
78,6,195,41,68,10,Normal
87,9,148,39,81,6,Normal
89,7,178,30,82,7,Normal
135,8,401,41,125,10,Normal
97,6,175,24,95,2,Normal
72,8,122,28,72,0,Normal
81,5,134,17,78,3,Normal
71,7,200,17,67,4,Normal
66,8,109,31,62,4,Normal
109,5,286,16,104,5,Normal
121,7,339,31,108,13,Normal
128,4,370,22,118,10,Normal
88,6,296,64,83,5,Normal
141,5,518,40,127,14,Normal
93,7,312,104,82,11,Normal
96,7,267,52,86,10,Normal
93,7,263,46,82,11,Normal
96,7,279,57,81,14,Normal
96,6,295,35,73,21,Normal
121,7,448,71,93,26,Normal
81,4,230,33,66,15,Normal
86,6,160,20,77,9,Normal
82,7,150,36,76,6,Normal
88,5,143,36,80,8,Normal
99,4,285,18,87,12,Normal
59,5,149,67,44,15,Normal
68,5,191,33,61,7,Normal
108,6,328,89,101,7,Normal
158,6,379,18,155,3,Normal
95,5,321,13,86,9,Normal
90,6,227,24,78,12,Normal
89,7,272,35,83,6,Normal
96,8,213,48,87,9,Normal
57,6,103,19,52,5,Normal
159,6,378,27,139,20,Normal
159,6,516,35,151,8,Normal
205,6,562,34,201,4,Normal
186,6,499,26,179,7,Normal
86,7,177,21,78,8,Normal
102,7,179,35,91,11,Normal
83,5,425,16,72,11,Normal
62,6,310,24,60,2,Normal
60,6,135,23,57,3,Normal
64,7,131,29,62,2,Normal
87,7,197,22,79,8,Normal
177,8,382,29,167,10,Normal
150,4,414,24,141,9,Normal
68,5,121,16,56,12,Normal
73,6,150,38,63,10,Normal
92,7,238,34,83,9,Normal
99,5,314,30,88,11,Normal
79,6,234,38,73,6,Normal
76,6,180,25,75,1,Normal
81,4,207,36,77,4,Normal
72,6,175,45,65,7,Normal
129,9,335,90,112,17,Normal
83,7,175,46,78,5,Normal
84,6,182,22,78,6,Normal
102,7,284,81,90,12,Normal
87,5,239,50,75,12,Normal
92,7,202,31,71,21,Normal
102,7,255,28,76,26,Normal
182,7,475,83,160,22,Normal
114,8,215,31,101,13,Normal
55,6,115,23,51,4,Normal
56,6,117,42,43,13,Normal
59,5,120,38,51,8,Normal
95,7,190,35,69,26,Normal
80,6,174,17,58,22,Normal
78,7,149,60,70,8,Normal
68,4,153,23,60,8,Normal
98,5,189,28,83,15,Normal
90,7,255,40,73,17,Normal
51,6,138,77,48,3,Normal
61,3,109,10,53,8,Normal
75,5,127,20,64,11,Normal
105,5,255,14,96,9,Normal
104,7,223,21,80,24,Normal
66,9,150,56,52,14,Normal
83,7,185,55,66,17,Normal
82,7,186,45,61,21,Normal
80,6,117,37,56,24,Normal
83,6,165,36,61,22,Normal
78,3,160,13,57,21,Normal
60,7,106,45,44,16,Normal
66,7,148,52,46,20,Normal
66,5,150,19,47,19,Normal
90,6,266,35,76,14,Normal
131,7,405,80,118,13,Normal
102,8,243,71,96,6,Normal
96,7,204,38,89,7,Normal
118,7,551,56,108,10,Normal
116,7,430,38,103,13,Normal
132,9,324,116,108,24,Normal
125,6,317,40,111,14,Normal
88,5,234,53,70,18,Normal
58,6,120,64,51,7,Normal
76,7,152,51,68,8,Normal
64,6,148,33,49,15,Normal
100,7,210,64,85,15,Normal
73,7,143,49,62,11,Normal
97,6,226,51,93,4,Normal
116,7,299,52,98,18,Normal
69,7,186,42,64,5,Normal
58,6,129,27,57,1,Normal
78,6,198,45,71,7,Normal
98,8,217,38,85,13,Normal
96,9,177,55,86,10,Normal
92,7,220,28,75,17,Normal
69,8,159,42,60,9,Normal
64,4,128,18,55,9,Normal
72,5,121,19,68,4,Normal
61,7,165,24,53,8,Normal
79,8,204,57,71,8,Normal
84,6,172,51,65,19,Normal
69,5,142,25,57,12,Normal
74,7,158,25,60,14,Normal
59,5,123,23,46,13,Normal
92,8,213,36,77,14,Normal
115,5,270,60,99,14,Normal
65,6,126,29,56,8,Normal
68,7,113,24,55,13,Normal
88,6,186,18,72,16,Normal
57,7,82,16,52,5,Normal
65,8,159,21,61,4,Normal
82,8,229,33,72,10,Normal
87,6,212,72,77,10,Normal
94,8,266,53,88,6,Normal
68,6,173,22,66,2,Normal
102,7,435,69,89,13,Normal
101,6,216,144,91,10,Normal
135,6,399,72,119,16,Normal
174,10,1325,68,141,33,Normal
98,8,506,348,89,9,Normal
77,6,640,66,68,9,Normal
65,8,356,304,56,9,Normal
83,6,180,70,77,6,Normal
86,6,177,24,79,7,Normal
82,5,160,34,71,11,Normal
107,9,274,27,93,14,Normal
78,7,183,35,77,1,Normal
63,5,111,51,58,4,Normal
76,3,123,14,68,8,Normal
71,6,164,35,63,8,Normal
82,6,157,14,78,4,Normal
70,5,119,40,64,6,Normal
62,5,139,53,50,12,Normal
86,8,182,80,74,12,Normal
64,6,189,25,59,5,Normal
64,8,198,100,56,8,Normal
63,6,164,22,57,6,Normal
71,6,148,27,60,11,Normal
77,5,152,41,65,12,Normal
71,5,117,50,67,4,Normal
74,7,144,29,69,5,Normal
85,7,664,24,72,13,Normal
120,8,852,30,90,30,Normal
56,5,140,13,48,8,Normal
61,7,159,116,45,16,Normal
72,8,163,46,62,10,Normal
110,6,211,18,105,5,Normal
92,8,129,31,86,6,Normal
84,7,136,24,71,13,Normal
66,7,117,24,64,2,Normal
87,6,266,13,81,6,Normal
114,4,329,46,101,13,Normal
145,6,498,179,138,7,Normal
170,4,671,70,150,20,Normal
97,9,214,154,81,16,Normal
90,7,179,51,82,8,Normal
62,6,146,111,51,11,Normal
82,5,206,26,64,18,Normal
77,5,129,24,67,10,Normal
63,6,115,15,57,6,Normal
112,9,198,28,99,13,Normal
69,7,312,154,66,3,Normal
79,6,281,16,63,16,Normal
80,6,163,17,63,17,Normal
91,5,290,25,79,12,Normal
91,7,268,36,77,14,Normal
92,8,179,24,80,12,Normal
92,7,228,54,80,12,Normal
108,5,245,26,97,11,Normal
120,5,326,23,105,15,Normal
63,7,139,138,55,8,Normal
71,6,121,15,67,4,Normal
91,5,233,26,90,1,Normal
104,5,294,23,94,10,Normal
89,5,293,34,79,10,Normal
77,6,182,22,69,8,Normal
61,6,100,30,53,8,Normal
59,7,194,28,47,12,Normal
67,4,229,5,55,12,Normal
101,7,236,33,87,14,Normal
73,6,128,18,66,7,Normal
58,6,90,28,50,8,Normal
84,6,166,56,70,14,Normal
70,4,161,59,67,3,Normal
66,5,250,30,60,6,Normal
80,5,153,22,66,14,Normal
199,5,755,34,187,12,Normal
143,8,346,35,129,14,Normal
144,6,495,25,141,3,Normal
66,6,104,103,53,13,Normal
135,5,284,27,121,14,Normal
76,8,111,68,65,11,Normal
174,6,429,18,162,11,Normal
119,7,223,114,105,13,Normal
121,7,203,32,109,12,Normal
78,8,167,26,71,7,Normal
128,6,333,144,115,13,Normal
101,7,263,55,86,15,Normal
114,4,251,29,107,7,Normal
86,5,253,24,78,8,Normal
68,4,143,114,64,4,Normal
119,5,351,124,112,7,Normal
99,7,368,54,94,5,Normal
107,6,363,27,94,13,Normal
108,5,267,23,104,4,Normal
83,6,239,64,80,3,Normal
61,5,150,68,57,4,Normal
96,7,225,48,95,1,Normal
103,7,212,121,98,5,Normal
64,5,114,53,60,4,Normal
91,7,206,26,83,8,Normal
86,6,196,24,79,7,Normal
68,7,101,31,65,3,Normal
64,6,96,23,57,7,Normal
86,6,171,59,71,15,Normal
78,7,158,28,62,16,Normal
106,6,245,25,88,18,Normal
76,4,202,185,68,8,Normal
100,6,377,35,95,5,Normal
95,5,219,13,89,6,Normal
81,4,166,44,74,7,Normal
84,4,167,21,80,4,Normal
75,6,164,49,72,3,Normal
52,5,66,31,48,4,Normal
84,8,183,49,77,7,Normal
71,5,178,42,66,5,Normal
78,6,276,52,67,11,Normal
75,5,213,43,66,9,Normal
77,6,279,121,71,6,Normal
67,7,156,65,59,8,Normal
74,6,124,20,64,10,Normal
68,5,129,32,60,6,Normal
98,8,249,23,84,14,Normal
78,8,233,45,74,4,Normal
49,5,155,41,47,2,Normal
67,5,223,26,62,5,Normal
63,7,157,41,60,3,Normal
77,6,198,88,73,4,Normal
131,8,328,91,122,9,Normal
125,8,331,54,117,8,Normal
78,5,192,79,72,6,Normal
95,8,182,70,95,0,Normal
77,7,149,47,72,5,Normal
101,7,248,19,95,6,Normal
102,6,272,53,95,7,Normal
89,8,207,37,78,11,Normal
119,6,345,29,105,14,Normal
105,4,254,30,98,7,Normal
58,6,101,104,53,5,Normal
74,6,175,22,69,5,Normal
74,5,165,32,73,1,Normal
92,7,205,59,85,7,Normal
75,5,178,97,60,15,Normal
89,6,269,30,80,9,Normal
67,8,114,37,57,10,Normal
128,5,256,34,115,13,Normal
199,6,396,51,191,8,Normal
120,6,207,42,112,8,Normal
68,7,122,37,59,9,Normal
63,5,131,35,59,4,Normal
65,6,150,35,58,7,Normal
74,7,260,104,69,5,Normal
87,5,261,22,84,3,Normal
76,5,265,48,72,4,Normal
63,6,247,32,60,3,Normal
70,7,129,36,65,5,Normal
54,7,109,37,54,0,Normal
55,6,142,27,53,2,Normal
59,6,122,36,53,6,Normal
39,6,57,41,37,2,Normal
36,5,69,11,30,6,Normal
88,6,198,39,78,10,Normal
97,6,498,23,90,7,Normal
81,5,248,28,80,1,Normal
120,7,775,83,116,4,Normal
114,6,700,96,108,6,Normal
173,6,683,43,162,11,Normal
120,5,354,140,104,16,Normal
102,5,232,57,95,7,Normal
63,6,169,47,60,3,Normal
77,5,151,45,73,4,Normal
71,6,180,34,67,4,Normal
70,6,105,22,62,8,Normal
73,3,123,16,69,4,Normal
68,4,150,13,62,6,Normal
94,6,215,23,92,2,Normal
111,6,454,194,105,6,Normal
49,7,121,56,43,6,Normal
71,5,213,10,57,14,Normal
62,5,127,28,58,4,Normal
70,7,145,52,62,8,Normal
78,6,131,21,76,2,Normal
59,3,175,16,58,1,Normal
52,4,96,15,52,0,Normal
37,5,93,20,36,1,Normal
47,4,79,6,43,4,Normal
55,7,100,26,54,1,Normal
90,7,154,38,86,4,Normal
47,5,66,29,43,4,Normal
61,7,92,35,60,1,Normal
64,5,149,41,56,8,Normal
100,5,176,31,91,9,Normal
107,6,412,150,98,9,Normal
69,8,121,46,63,6,Normal
66,5,133,29,63,3,Normal
65,7,113,36,58,7,Normal
60,7,107,36,58,2,Normal
89,5,172,59,83,6,Normal
111,7,230,51,105,6,Normal
62,6,122,31,58,4,Normal
95,7,217,50,85,10,Normal
190,7,455,172,176,14,Normal
282,8,2054,83,253,29,Normal
119,8,260,45,114,5,Normal
139,4,1662,15,110,29,Normal
187,7,849,25,166,21,Normal
194,5,886,58,177,17,Normal
70,2,314,3,63,7,Normal
2434,8,10453,274,2243,188,Normal
954,7,4340,385,897,55,Normal
902,5,3319,24,848,53,Normal
624,7,1855,34,590,34,Normal
188,6,524,128,176,12,Normal
879,6,3458,95,797,82,Normal
143,5,472,88,138,5,Normal
553,329,2094,40580,519,34,Normal
977,351,3169,42130,936,41,Normal
1786,16,7349,1130,1665,117,Normal
992,9,2795,353,935,55,Normal
364,7,1098,24,346,17,Normal
803,6,2851,32,756,47,Normal
1355,6,4095,128,1280,74,Normal
1317,4,4999,19,1222,90,Normal
2311,4,7313,46,2167,143,Normal
5937,6,15255,50,5527,397,Normal
3890,8,9655,33,3542,325,Normal
78,4,283,30,71,7,Normal
60,5,111,41,54,6,Normal
559,6,1790,17,518,40,Normal
19336,6,56165,26,17860,1450,Normal
53,5,105,22,49,4,Normal
116,7,327,29,103,12,Normal
112,7,253,29,102,9,Normal
118,8,231,44,103,15,Normal
54,5,146,18,48,6,Normal
126,5,466,8,116,10,Normal
79,7,266,15,64,15,Normal
75,5,308,15,68,7,Normal
54,5,401,86,50,4,Normal
55,7,236,33,47,8,Normal
85,7,225,150,79,6,Normal
75,6,205,55,62,13,Normal
124,7,366,68,116,8,Normal
193,5,589,35,189,4,Normal
178,6,409,36,170,8,Normal
160,7,390,49,150,10,Normal
112,6,305,37,97,15,Normal
105,7,285,29,95,10,Normal
106,6,349,67,95,11,Normal
200,8,521,102,188,12,Normal
179,6,488,116,171,8,Normal
165,7,462,77,149,16,Normal
117,5,366,26,104,13,Normal
113,6,251,46,111,2,Normal
108,7,415,46,101,7,Normal
93,7,268,37,83,10,Normal
83,4,192,12,76,7,Normal
101,6,190,33,93,8,Normal
98,6,207,39,94,4,Normal
112,7,304,58,102,10,Normal
111,5,328,19,99,12,Normal
103,7,288,33,91,12,Normal
105,8,223,73,93,12,Normal
120,6,327,26,112,8,Normal
92,6,133,35,77,15,Normal
117,7,260,85,114,3,Normal
104,6,235,28,101,3,Normal
115,6,320,57,108,7,Normal
149,7,331,51,131,18,Normal
120,7,284,39,107,13,Normal
93,5,305,52,80,13,Normal
79,8,309,43,64,15,Normal
114,7,422,44,104,10,Normal
189,6,666,143,179,10,Normal
179,8,631,233,169,10,Normal
79,8,272,113,70,9,Normal
63,9,113,34,59,4,Normal
77,6,130,136,76,1,Normal
97,6,195,19,90,7,Normal
128,6,198,37,117,11,Normal
49,7,81,25,36,13,Normal
53,3,106,12,43,10,Normal
86,7,404,172,74,12,Normal
95,5,265,15,86,9,Normal
151,6,576,23,129,22,Normal
161,8,560,42,151,10,Normal
99,7,217,44,85,14,Normal
77,7,183,41,69,8,Normal
77,6,172,20,68,9,Normal
202,7,547,193,187,15,Normal
134,5,377,17,119,15,Normal
121,7,186,45,112,9,Normal
147,8,262,43,135,12,Normal
270,8,938,129,254,16,Normal
116,5,302,26,106,10,Normal
55,6,92,110,49,6,Normal
91,8,203,27,85,6,Normal
94,7,210,40,85,9,Normal
113,5,312,47,100,13,Normal
112,7,305,55,103,9,Normal
87,4,217,30,84,3,Normal
98,7,255,47,86,12,Normal
124,7,275,39,119,5,Normal
100,6,257,61,91,9,Normal
76,5,183,37,69,7,Normal
77,5,226,27,72,5,Normal
106,8,202,60,102,4,Normal
82,5,159,20,75,7,Normal
96,7,242,69,88,8,Normal
112,6,356,45,105,7,Normal
87,5,320,58,81,6,Normal
64,7,258,63,58,6,Normal
130,5,617,30,116,14,Normal
112,7,380,57,99,13,Normal
66,4,127,11,58,8,Normal
121,8,216,66,115,6,Normal
83,8,186,35,82,1,Normal
106,7,278,46,94,12,Normal
106,6,246,44,91,15,Normal
93,7,222,57,86,7,Normal
104,6,206,35,95,9,Normal
91,7,193,50,84,6,Normal
74,6,261,36,61,12,Normal
116,8,268,37,92,24,Normal
74,6,296,168,66,8,Normal
81,4,419,19,76,5,Normal
140,5,552,25,92,48,Normal
215,6,713,36,200,15,Normal
117,5,302,18,116,1,Normal
591,5,1436,36,565,26,Normal
4299,647,13088,78587,4042,250,Normal
142,5,316,35,116,26,Normal
604,4,985,25,562,42,Normal
75,5,195,22,62,13,Normal
5141,5,13077,35,4766,365,Normal
10543,8,35178,46,9564,935,Normal
14720,6,37478,30,13660,1051,Normal
553,7,1649,79,519,34,Normal
89,6,175,24,78,11,Normal
96,6,190,81,87,9,Normal
84,5,168,22,75,9,Normal
204,6,611,54,192,12,Normal
189,8,509,95,176,13,Normal
115,6,337,75,111,4,Normal
153,6,514,37,131,22,Normal
151,7,308,47,135,16,Normal
133,7,380,68,124,9,Normal
98,6,222,66,96,2,Normal
131,5,509,40,125,6,Normal
185,6,745,66,177,8,Normal
99,8,221,56,93,6,Normal
103,5,255,30,94,9,Normal
82,6,152,29,77,5,Normal
77,7,132,51,74,3,Normal
211,5,830,34,200,11,Normal
64,6,120,119,57,7,Normal
96,5,229,52,89,7,Normal
163,7,598,38,150,13,Normal
80,6,190,34,72,8,Normal
99,8,283,69,91,8,Normal
98,6,347,37,91,7,Normal
250,7,944,70,237,13,Normal
84,6,174,44,75,9,Normal
108,5,189,29,103,5,Normal
174,6,407,36,167,7,Normal
188,8,843,53,173,15,Normal
107,8,243,51,102,5,Normal
103,5,267,23,93,10,Normal
61,6,141,51,56,5,Normal
71,4,171,6,58,13,Normal
139,7,499,86,127,12,Normal
215,6,2159,51,191,24,Normal
113,7,693,134,91,22,Normal
106,8,202,32,100,6,Normal
222,8,698,56,219,3,Normal
145,7,332,92,139,6,Normal
122,7,342,63,120,2,Normal
129,6,285,42,128,1,Normal
94,5,201,82,94,0,Normal
81,7,163,47,79,2,Normal
86,7,271,48,86,0,Normal
83,8,171,76,79,4,Normal
137,7,275,68,131,6,Normal
102,6,189,23,96,6,Normal
83,8,249,124,77,6,Normal
95,6,213,41,84,11,Normal
147,6,457,123,135,12,Normal
168,6,382,101,157,11,Normal
150,7,299,61,140,10,Normal
82,4,130,20,74,8,Normal
69,7,151,47,66,3,Normal
111,6,274,106,104,7,Normal
124,6,349,57,114,10,Normal
96,6,182,87,82,14,Normal
133,7,477,47,95,38,Normal
131,7,298,50,114,17,Normal
167,7,434,26,160,7,Normal
148,5,332,41,139,9,Normal
188,9,418,53,179,9,Normal
236,7,591,47,223,13,Normal
127,8,279,37,113,14,Normal
93,7,201,63,91,2,Normal
102,6,261,27,94,8,Normal
81,4,152,15,73,8,Normal
115,8,432,28,101,14,Normal
108,4,222,28,105,3,Normal
113,2,320,19,98,15,Normal
101,5,213,72,88,13,Normal
130,8,289,29,123,7,Normal
119,8,281,47,107,12,Normal
152,8,437,43,132,20,Normal
125,8,221,67,108,17,Normal
75,7,166,28,64,11,Normal
78,5,166,25,71,7,Normal
53,4,128,8,44,9,Normal
99,3,472,14,87,12,Normal
